id,log_recommends
1287,4.29046
1288,5.55683
1289,3.52636
1290,1.94591
1291,8.13182
1295,1.79176
1296,3.58352
1297,1.38629
1304,1.38629
1309,3.46574
1310,6.36647
1313,4.56435
1316,4.02535
1318,5.32788
1322,5.64897
1328,3.09104
1330,5.20949
1332,2.99573
1335,8.0067
1339,2.30259
1342,2.56495
1344,5.1358
1345,3.4012
1347,6.22059
1352,6.79906
1354,1.38629
1357,8.03948
1358,4.7185
1359,4.77068
1360,5.94803
1370,5.89164
1373,5.50939
1387,3.98898
1388,3.13549
1389,2.48491
1390,3.8712
1399,2.3979
1400,1.60944
1405,5.2832
1414,3.13549
1423,7.86365
1426,1.94591
1432,3.73767
1439,3.13549
1443,6.44413
1445,1.94591
1446,2.63906
1450,1.38629
1460,5.56834
1462,2.63906
1471,1.09861
1472,1.09861
1498,5.72031
1503,6.78559
1508,1.38629
1519,3.04452
1520,2.99573
1523,2.99573
1524,2.56495
1527,1.09861
1532,1.60944
1533,1.38629
1534,1.38629
1536,1.38629
1561,1.94591
1578,1.09861
1582,7.86365
1583,1.60944
1585,1.09861
1589,4.97673
1634,1.09861
1636,1.60944
1654,0.69315
1656,1.60944
1659,2.07944
1671,0.69315
1672,1.94591
1674,4.85203
1675,3.7612
1680,2.19722
1681,1.79176
1682,1.94591
1687,1.38629
1697,6.90875
1698,1.94591
1700,2.07944
1707,1.09861
1708,2.30259
1717,2.48491
1727,1.09861
1738,4.56435
1741,2.63906
1745,2.89037
1761,0.69315
1766,1.38629
1767,1.09861
1769,5.47646
1779,1.09861
1785,5.77455
1803,2.07944
1808,1.09861
1814,3.55535
1820,2.77259
1827,1.60944
1830,1.60944
1839,1.60944
1840,1.94591
1849,1.09861
1852,0.69315
1875,0.69315
1892,2.89037
1893,0.69315
1901,1.09861
1902,1.94591
1911,6.84694
1917,0.69315
1920,1.38629
1925,1.94591
1927,1.09861
1963,6.67456
1981,2.3979
1983,0.69315
1994,7.82445
2007,2.19722
2015,3.09104
2031,5.11199
2050,3.8712
2062,9.40927
2063,1.94591
2071,4.82831
2091,1.09861
2098,2.89037
2107,4.77068
2112,1.09861
2115,0.69315
2120,1.79176
2138,2.3979
2147,2.19722
2149,1.60944
2162,2.30259
2168,1.60944
2171,5.54126
2172,1.94591
2174,3.04452
2178,0.69315
2180,4.04305
2186,2.07944
2188,1.38629
2191,1.09861
2199,4.55388
2206,4.62497
2207,1.38629
2212,1.38629
2214,4.39445
2217,8.2943
2224,5.79606
2225,6.68586
2227,4.23411
2228,0.69315
2229,1.38629
2231,2.30259
2234,1.38629
2236,6.75926
2237,6.35089
2249,1.38629
2271,5.0626
2274,0.69315
2277,3.85015
2283,2.19722
2311,0.69315
2334,2.19722
2365,1.09861
2369,5.34233
2374,5.95584
2375,6.80793
2377,7.86365
2383,6.32972
2384,1.09861
2388,2.3979
2392,5.75574
2395,4.96981
2418,4.27667
2442,0.69315
2443,0.69315
2445,6.90875
2447,1.38629
2457,1.38629
2465,1.09861
2475,6.608
2477,0.69315
2506,0.69315
2512,2.77259
2529,0.69315
2540,1.60944
2552,1.09861
2564,2.3979
2570,1.38629
2571,1.09861
2580,1.09861
2590,0.69315
2596,0.69315
2597,1.09861
2599,0.69315
2600,2.07944
2609,2.70805
2611,1.09861
2619,5.57973
2620,2.99573
2622,1.38629
2627,1.38629
2638,0.69315
2639,0.69315
2651,1.79176
2657,4.98361
2660,0.69315
2665,5.68358
2666,4.15888
2669,2.07944
2675,4.15888
2679,2.30259
2685,2.07944
2686,2.19722
2691,4.00733
2692,2.19722
2694,1.09861
2696,1.38629
2703,2.70805
2704,2.89037
2709,6.51915
2710,4.80402
2712,1.38629
2714,4.21951
2719,3.17805
2727,2.89037
2733,2.07944
2734,2.19722
2740,2.48491
2755,4.91265
2764,1.60944
2772,4.04305
2773,3.73767
2776,4.40672
2784,1.09861
2801,1.38629
2810,0.69315
2816,1.94591
2817,0.69315
2819,2.94444
2820,4.7185
2831,1.79176
2840,6.33328
2841,9.24966
2843,8.94911
2845,4.06044
2861,4.33073
2864,1.09861
2867,0.69315
2868,9.13788
2869,0.69315
2871,0.69315
2872,1.38629
2874,1.38629
2876,0.69315
2877,7.86365
2880,8.94911
2884,9.52522
2886,1.38629
2888,1.38629
2889,1.38629
2890,1.60944
2891,4.56435
2894,9.11614
2901,1.60944
2905,1.79176
2906,1.09861
2928,2.07944
2929,4.8828
2930,3.68888
2961,0.69315
2976,2.30259
2984,1.38629
2987,2.94444
3005,5.72031
3011,3.63759
3026,1.79176
3027,2.19722
3030,1.09861
3043,2.19722
3050,0.69315
3083,6.35089
3084,5.1985
3091,0.69315
3092,4.90527
3107,2.07944
3108,3.93183
3109,1.38629
3122,3.82864
3126,6.41673
3131,1.38629
3132,1.60944
3136,5.03044
3137,8.07122
3138,0.69315
3149,1.09861
3151,4.30407
3161,1.38629
3163,8.26899
3167,0.69315
3168,5.51343
3176,0.69315
3183,7.09091
3199,0.69315
3200,3.61092
3208,1.09861
3217,6.58341
3235,5.15906
3247,1.79176
3252,5.63835
3260,3.61092
3263,1.60944
3266,9.24966
3280,1.38629
3291,3.52636
3292,5.32301
3333,0.69315
3334,2.94444
3336,2.83321
3346,4.02535
3347,0.69315
3352,4.84419
3353,5.76205
3356,0.69315
3364,1.38629
3374,3.52636
3395,1.79176
3401,5.68358
3405,0.69315
3419,8.31899
3423,7.82445
3429,3.98898
3431,1.09861
3433,1.38629
3435,2.70805
3436,3.04452
3438,4.38203
3478,1.09861
3489,2.48491
3494,1.09861
3496,2.19722
3500,1.60944
3502,2.07944
3503,2.63906
3505,2.48491
3508,1.79176
3514,1.60944
3517,1.94591
3518,3.55535
3531,1.09861
3540,3.91202
3553,3.17805
3554,4.89784
3557,1.09861
3560,3.93183
3562,6.58203
3564,8.51539
3565,8.03948
3569,6.90875
3574,1.38629
3584,1.09861
3592,1.60944
3595,1.09861
3615,1.60944
3632,3.04452
3638,0.69315
3640,6.41673
3645,5.30827
3651,1.38629
3654,2.19722
3669,2.94444
3670,1.38629
3675,1.94591
3676,2.07944
3685,1.09861
3691,1.79176
3692,1.79176
3693,1.38629
3695,3.04452
3699,2.07944
3702,1.38629
3703,0.69315
3706,5.52545
3716,1.38629
3717,0.69315
3731,2.48491
3732,0.69315
3745,2.3979
3750,3.04452
3754,3.73767
3761,2.70805
3769,7.69667
3772,8.10198
3781,4.91998
3784,1.09861
3785,1.79176
3786,1.09861
3787,7.69667
3789,1.94591
3793,1.79176
3807,1.09861
3836,1.09861
3839,2.70805
3842,2.19722
3864,0.69315
3867,2.56495
3869,4.85981
3870,6.53669
3873,8.57565
3878,4.74493
3879,1.09861
3880,5.01728
3886,1.09861
3892,1.09861
3893,1.09861
3909,3.17805
3910,5.93225
3915,2.07944
3916,1.38629
3933,2.94444
3939,1.79176
3942,0.69315
3964,0.69315
3974,1.60944
3976,1.38629
3977,1.94591
3983,1.38629
3984,6.81783
3999,2.30259
4000,6.65801
4004,1.09861
4005,2.30259
4013,2.07944
4019,2.83321
4024,7.90138
4048,5.17048
4055,6.78784
4061,1.60944
4064,0.69315
4071,1.79176
4072,1.38629
4076,1.60944
4087,7.58121
4093,7.43897
4094,1.38629
4100,1.09861
4101,2.30259
4105,7.69667
4109,1.38629
4115,2.56495
4116,4.85203
4118,3.3322
4129,3.3322
4130,3.4012
4138,1.60944
4143,0.69315
4148,1.09861
4153,1.94591
4173,0.69315
4184,4.57471
4185,6.4151
4193,5.42053
4205,2.63906
4209,7.00397
4213,0.69315
4236,1.79176
4240,1.60944
4250,2.19722
4251,1.79176
4254,2.3979
4255,1.09861
4256,3.89182
4257,2.19722
4258,2.83321
4268,1.09861
4274,2.3979
4291,1.38629
4292,1.09861
4293,1.94591
4294,2.07944
4301,1.09861
4304,0.69315
4307,2.30259
4311,4.70953
4326,0.69315
4349,0.69315
4368,1.09861
4377,3.97029
4386,1.09861
4389,1.79176
4392,6.42972
4414,2.3979
4418,5.64191
4421,2.63906
4422,6.1591
4427,4.72739
4431,5.14749
4432,6.30079
4443,3.7612
4447,2.07944
4450,5.65948
4451,6.09131
4457,2.19722
4461,1.09861
4462,4.5326
4465,4.26268
4467,6.56526
4468,2.19722
4469,4.7362
4478,5.90808
4481,3.91202
4483,6.90875
4494,4.52179
4500,1.60944
4505,1.38629
4510,1.60944
4512,1.38629
4519,6.73221
4520,1.09861
4521,8.81001
4529,1.09861
4546,2.63906
4558,6.69084
4560,1.94591
4561,0.69315
4562,2.77259
4566,7.43897
4570,3.8712
4572,3.73767
4580,0.69315
4588,4.30407
4590,2.3979
4599,7.43897
4603,3.91202
4605,0.69315
4606,4.38203
4619,1.79176
4623,7.97281
4625,7.93773
4626,7.00397
4630,6.79122
4633,2.94444
4635,7.37838
4636,1.09861
4649,5.743
4651,1.09861
4652,1.79176
4657,3.04452
4673,1.60944
4707,2.83321
4718,0.69315
4729,1.09861
4755,5.89164
4759,1.79176
4764,7.17089
4771,0.69315
4783,0.69315
4785,6.66441
4800,0.69315
4816,2.19722
4834,2.19722
4842,7.24494
4863,1.09861
4868,1.09861
4870,1.09861
4887,0.69315
4888,3.78419
4889,1.09861
4892,0.69315
4898,4.2485
4900,0.69315
4905,1.38629
4909,1.09861
4912,2.07944
4913,1.09861
4941,5.8999
4948,1.60944
4968,0.69315
4977,1.94591
4984,4.06044
4997,3.4012
5014,2.56495
5015,2.48491
5030,0.69315
5038,1.09861
5040,0.69315
5043,1.38629
5047,2.63906
5049,1.38629
5056,1.79176
5057,1.94591
5061,5.0626
5075,1.60944
5078,2.07944
5080,1.09861
5081,0.69315
5092,1.09861
5094,5.10595
5095,0.69315
5100,2.3979
5102,2.19722
5109,2.30259
5116,2.3979
5122,1.38629
5127,1.79176
5133,2.07944
5146,3.82864
5147,2.07944
5151,2.07944
5160,1.09861
5168,2.70805
5170,1.09861
5178,2.89037
5179,2.70805
5180,1.09861
5203,7.00397
5205,2.63906
5208,1.38629
5210,3.71357
5211,1.38629
5214,0.69315
5223,0.69315
5224,2.48491
5225,2.07944
5235,2.3979
5237,1.38629
5238,5.01064
5243,1.09861
5267,2.83321
5281,6.11589
5290,1.79176
5293,1.09861
5297,2.30259
5300,1.38629
5314,7.6014
5317,1.60944
5334,2.48491
5336,1.38629
5339,3.58352
5340,0.69315
5342,2.30259
5343,5.02388
5344,2.56495
5353,5.84354
5354,1.79176
5367,4.07754
5368,1.60944
5371,1.09861
5375,1.09861
5380,0.69315
5405,0.69315
5411,1.38629
5417,1.60944
5430,0.69315
5431,1.38629
5435,0.69315
5441,0.69315
5442,1.60944
5445,1.09861
5448,1.09861
5456,1.79176
5474,7.7411
5482,1.60944
5487,1.09861
5489,5.86363
5497,4.20469
5502,0.69315
5510,0.69315
5512,2.30259
5513,1.09861
5527,1.79176
5528,1.94591
5529,1.60944
5532,2.19722
5537,4.36945
5541,7.24494
5542,3.21888
5543,2.48491
5554,1.38629
5556,1.94591
5557,2.77259
5558,2.07944
5563,6.16121
5567,2.89037
5569,1.94591
5582,2.48491
5587,1.79176
5589,3.17805
5591,1.60944
5592,3.52636
5610,0.69315
5617,3.21888
5618,2.19722
5627,2.63906
5629,0.69315
5638,1.94591
5644,1.79176
5669,1.79176
5674,1.60944
5686,1.38629
5687,0.69315
5693,2.63906
5698,1.38629
5701,0.69315
5703,8.66579
5711,1.94591
5714,8.21636
5722,1.38629
5726,7.24494
5734,7.43897
5742,5.71043
5743,0.69315
5752,0.69315
5766,1.60944
5772,1.94591
5780,1.38629
5784,1.38629
5786,1.94591
5791,1.79176
5800,1.79176
5801,1.09861
5812,0.69315
5819,1.94591
5820,1.09861
5823,1.09861
5838,1.79176
5841,0.69315
5842,1.38629
5853,1.09861
5855,4.51086
5865,5.0689
5870,6.72743
5886,1.09861
5901,6.34388
5912,1.09861
5914,3.21888
5922,1.79176
5930,1.60944
5939,1.09861
5944,5.16479
5947,0.69315
5948,6.77308
5952,7.86365
5953,6.38688
5957,4.18965
5972,1.38629
5980,0.69315
5985,1.09861
5987,4.14313
5996,5.02388
5998,5.86363
6000,1.38629
6002,2.19722
6007,1.38629
6053,1.60944
6057,1.38629
6060,1.60944
6065,3.09104
6067,0.69315
6071,3.3322
6074,1.09861
6077,2.63906
6084,2.19722
6085,2.3979
6089,2.77259
6092,2.3979
6093,1.09861
6101,2.07944
6104,5.17048
6107,1.38629
6109,2.19722
6112,2.30259
6121,2.07944
6123,1.38629
6130,2.3979
6139,0.69315
6140,2.3979
6141,2.07944
6143,2.48491
6152,2.3979
6153,0.69315
6156,1.38629
6157,1.60944
6167,4.77912
6170,1.60944
6174,2.30259
6178,2.19722
6180,1.94591
6181,1.09861
6185,1.09861
6187,1.60944
6188,1.09861
6195,1.09861
6199,2.07944
6201,1.79176
6211,0.69315
6213,2.56495
6227,1.60944
6229,2.3979
6232,1.09861
6240,4.92725
6262,0.69315
6265,0.69315
6266,1.60944
6272,0.69315
6274,0.69315
6279,1.38629
6288,0.69315
6289,1.09861
6292,1.09861
6336,3.17805
6337,3.04452
6342,4.97673
6343,1.79176
6346,7.6014
6358,7.09091
6361,5.98141
6368,2.56495
6373,3.95124
6377,3.97029
6379,7.58121
6381,6.60665
6385,1.09861
6389,2.70805
6417,2.30259
6421,1.09861
6433,2.19722
6445,4.85981
6448,1.09861
6451,7.65017
6461,3.68888
6467,6.5903
6470,6.90875
6486,3.3673
6505,3.3673
6508,2.07944
6516,1.09861
6532,3.3322
6539,4.51086
6541,1.38629
6547,4.58497
6549,1.09861
6557,2.99573
6561,1.60944
6565,3.52636
6566,1.38629
6568,2.30259
6569,1.38629
6572,4.62497
6578,1.60944
6580,6.35611
6581,1.60944
6585,1.09861
6587,1.79176
6588,2.3979
6593,5.47646
6600,1.60944
6604,1.09861
6605,1.09861
6606,0.69315
6615,0.69315
6622,0.69315
6636,8.2943
6638,5.02388
6647,0.69315
6649,1.38629
6654,1.09861
6657,0.69315
6659,3.13549
6669,1.38629
6670,1.09861
6672,6.42811
6673,0.69315
6676,0.69315
6680,1.09861
6682,5.2933
6689,1.09861
6691,0.69315
6693,4.93447
6710,7.82445
6715,6.52062
6739,5.8522
6741,5.00395
6748,5.82008
6759,1.38629
6789,3.52636
6795,2.94444
6796,2.89037
6800,1.38629
6805,1.09861
6847,0.69315
6849,5.0626
6864,7.43897
6870,1.60944
6883,1.38629
6892,1.38629
6903,1.38629
6907,0.69315
6920,1.38629
6924,2.56495
6926,1.38629
6929,3.3673
6937,0.69315
6939,1.38629
6948,6.1591
6959,5.74939
6962,7.69667
6974,0.69315
6981,3.4012
6985,3.89182
6997,5.57973
7000,5.8999
7012,5.0689
7014,4.21951
7016,4.38203
7017,1.38629
7058,4.15888
7060,1.94591
7061,1.09861
7066,6.83733
7068,3.46574
7074,2.30259
7081,1.38629
7082,6.59578
7084,2.48491
7099,0.69315
7103,1.79176
7107,1.09861
7117,0.69315
7118,4.11087
7119,1.09861
7155,3.61092
7166,5.77765
7168,1.09861
7169,1.09861
7173,4.49981
7180,0.69315
7184,4.94164
7191,2.70805
7192,2.19722
7200,4.7362
7203,4.69135
7206,0.69315
7214,2.19722
7218,7.37838
7230,6.64379
7232,6.35263
7235,2.56495
7237,2.83321
7240,4.56435
7245,6.32972
7251,8.1608
7261,1.09861
7274,0.69315
7288,1.60944
7289,2.19722
7290,7.6014
7291,5.33754
7292,5.7462
7296,7.00397
7307,4.77068
7310,6.3315
7312,8.10198
7314,8.3666
7319,3.80666
7322,8.0067
7331,5.11799
7334,6.69703
7346,3.4012
7348,1.09861
7350,3.29584
7353,1.94591
7364,6.07764
7365,7.4961
7371,2.89037
7372,6.88141
7375,0.69315
7379,0.69315
7381,5.10595
7383,3.3673
7391,2.07944
7423,1.79176
7428,2.30259
7429,1.38629
7443,1.79176
7444,1.38629
7445,0.69315
7447,1.09861
7448,5.8861
7453,1.94591
7464,5.66988
7470,2.56495
7473,4.46591
7481,2.07944
7484,5.64191
7486,0.69315
7490,3.78419
7498,1.60944
7503,1.38629
7505,4.52179
7511,1.09861
7513,3.17805
7514,2.07944
7516,3.09104
7517,7.17089
7523,3.93183
7527,2.48491
7529,3.82864
7531,2.99573
7532,3.63759
7552,5.7301
7557,8.47658
7559,1.09861
7567,8.41205
7574,7.69667
7583,1.60944
7587,8.57565
7592,4.02535
7593,7.56579
7604,5.78074
7607,5.22575
7608,4.56435
7610,5.31321
7611,1.79176
7613,4.23411
7614,5.7869
7617,4.54329
7618,4.31749
7620,4.86753
7621,4.56435
7622,2.30259
7623,5.7462
7630,2.19722
7637,2.77259
7641,3.3322
7645,3.17805
7646,3.04452
7648,1.09861
7656,2.70805
7665,2.07944
7668,6.30628
7670,2.48491
7671,4.96981
7673,2.70805
7689,4.2485
7691,3.17805
7692,1.09861
7702,4.02535
7703,6.14847
7708,1.79176
7714,4.20469
7721,3.68888
7722,2.07944
7723,6.73815
7724,1.09861
7725,2.63906
7727,6.44889
7729,3.43399
7730,3.7612
7734,5.28827
7749,9.09392
7759,1.79176
7762,6.01372
7784,8.6307
7785,5.58725
7806,1.38629
7816,1.94591
7823,0.69315
7824,7.5863
7832,4.86753
7853,0.69315
7866,0.69315
7876,0.69315
7896,1.09861
7902,4.58497
7907,2.07944
7913,7.00397
7918,4.41884
7928,4.31749
7930,4.58497
7943,1.38629
7951,2.19722
7958,1.09861
7960,1.09861
7961,1.09861
7963,1.38629
7979,3.95124
7985,2.07944
7993,2.94444
7994,1.09861
7997,0.69315
8007,5.50939
8024,0.69315
8026,1.79176
8031,8.2943
8034,7.31389
8042,1.79176
8043,0.69315
8054,1.38629
8065,3.3673
8066,5.82305
8067,3.2581
8072,1.79176
8087,1.60944
8088,1.94591
8094,2.19722
8105,1.09861
8106,1.09861
8130,1.79176
8137,1.38629
8145,2.83321
8146,1.09861
8148,1.79176
8149,1.09861
8152,2.70805
8153,1.09861
8154,1.38629
8155,0.69315
8167,1.09861
8168,0.69315
8175,1.38629
8210,0.69315
8242,1.09861
8250,1.09861
8252,1.09861
8271,0.69315
8282,1.38629
8283,1.38629
8285,0.69315
8298,1.94591
8308,0.69315
8311,2.63906
8316,0.69315
8320,0.69315
8321,1.09861
8329,1.79176
8339,5.98896
8340,10.16589
8341,2.48491
8342,1.38629
8343,1.60944
8354,9.16962
8358,2.63906
8363,0.69315
8378,2.3979
8379,3.04452
8381,0.69315
8384,4.45435
8386,1.60944
8388,0.69315
8389,2.3979
8390,0.69315
8391,3.71357
8392,6.35957
8394,2.83321
8397,3.82864
8400,0.69315
8402,4.90527
8406,0.69315
8407,5.86647
8413,5.42495
8415,3.78419
8420,4.2485
8426,1.38629
8430,3.2581
8449,7.24494
8459,1.79176
8462,2.83321
8466,8.13182
8467,3.13549
8476,3.29584
8477,0.69315
8481,0.69315
8485,1.09861
8488,1.09861
8489,1.79176
8490,0.69315
8491,0.69315
8493,0.69315
8501,1.09861
8504,0.69315
8506,1.09861
8509,0.69315
8515,2.19722
8528,0.69315
8529,6.66313
8560,1.79176
8564,1.09861
8578,2.19722
8585,2.07944
8615,8.81001
8619,2.56495
8621,6.10925
8623,1.09861
8625,2.56495
8630,1.79176
8632,3.95124
8645,1.09861
8646,6.18415
8650,0.69315
8655,3.73767
8664,1.09861
8668,7.43897
8677,5.0689
8691,0.69315
8702,1.09861
8715,1.60944
8719,1.09861
8721,1.38629
8724,1.09861
8741,1.38629
8752,1.09861
8773,0.69315
8774,5.54518
8779,6.24611
8793,2.48491
8799,3.46574
8802,1.09861
8820,1.38629
8829,0.69315
8830,1.09861
8832,1.79176
8833,1.09861
8835,1.09861
8838,1.94591
8887,2.48491
8892,1.60944
8903,1.09861
8913,0.69315
8916,1.09861
8918,1.09861
8920,1.09861
8928,0.69315
8929,0.69315
8930,0.69315
8932,1.38629
8935,3.89182
8938,1.09861
8942,1.60944
8950,8.88198
8961,4.77068
8963,4.21951
8974,5.34711
8981,1.38629
8987,4.09434
9000,0.69315
9003,1.09861
9045,2.89037
9046,1.09861
9055,2.30259
9069,1.60944
9110,5.94017
9140,1.38629
9146,4.45435
9156,4.04305
9159,0.69315
9163,4.02535
9165,2.3979
9173,2.19722
9180,1.38629
9182,1.38629
9185,4.2485
9187,11.25157
9193,1.09861
9197,1.09861
9200,1.09861
9204,1.09861
9207,2.07944
9220,2.07944
9223,2.07944
9228,5.34711
9229,1.09861
9231,4.7362
9236,2.3979
9243,2.30259
9268,4.55388
9282,1.09861
9283,0.69315
9285,4.82028
9289,1.60944
9292,1.09861
9295,6.41346
9296,5.46383
9297,0.69315
9305,0.69315
9311,1.09861
9313,0.69315
9316,1.09861
9328,0.69315
9331,0.69315
9332,0.69315
9335,1.60944
9339,4.78749
9342,5.46806
9362,0.69315
9366,0.69315
9371,3.85015
9380,1.09861
9391,0.69315
9409,1.09861
9417,1.38629
9420,1.38629
9447,0.69315
9448,1.38629
9454,0.69315
9476,1.38629
9484,1.38629
9489,1.79176
9502,1.09861
9516,0.69315
9532,5.05625
9538,3.82864
9542,1.09861
9562,6.04263
9572,1.38629
9579,0.69315
9589,0.69315
9590,4.67283
9593,2.77259
9600,2.48491
9601,1.60944
9603,1.79176
9607,4.26268
9612,2.48491
9630,0.69315
9645,2.83321
9653,7.4961
9658,1.38629
9665,2.07944
9681,1.09861
9686,0.69315
9694,5.73334
9699,3.46574
9715,5.36129
9717,0.69315
9767,4.04305
9771,0.69315
9775,4.35671
9777,3.09104
9785,1.94591
9791,1.09861
9810,0.69315
9816,1.09861
9823,0.69315
9847,2.48491
9852,0.69315
9859,0.69315
9871,0.69315
9879,2.07944
9898,1.60944
9903,1.38629
9910,1.94591
9921,1.09861
9922,1.09861
9939,1.09861
9944,1.38629
9946,2.63906
9948,2.30259
9949,6.90875
9969,7.37838
9972,4.65396
9973,1.09861
9980,0.69315
9982,1.38629
9995,1.38629
9996,0.69315
10000,1.09861
10005,1.38629
10015,0.69315
10038,5.30827
10043,3.17805
10068,1.38629
10071,3.80666
10072,1.38629
10073,1.94591
10075,0.69315
10090,3.58352
10091,3.58352
10109,1.38629
10126,1.09861
10127,1.79176
10133,0.69315
10154,3.29584
10155,1.60944
10158,0.69315
10161,5.96358
10173,3.3673
10176,2.3979
10181,8.07122
10190,8.41205
10197,1.60944
10199,1.09861
10201,2.83321
10204,3.21888
10205,3.09104
10212,0.69315
10217,2.99573
10223,3.73767
10243,1.60944
10244,1.09861
10254,0.69315
10260,0.69315
10295,1.38629
10320,1.38629
10331,5.35186
10332,1.09861
10340,5.49717
10343,7.09091
10348,1.38629
10350,0.69315
10355,1.09861
10363,1.38629
10372,0.69315
10376,1.09861
10377,2.07944
10386,2.56495
10390,0.69315
10393,5.17048
10395,1.79176
10396,2.3979
10398,1.09861
10400,1.09861
10402,6.82546
10403,0.69315
10404,4.34381
10406,1.09861
10408,1.09861
10413,3.3673
10419,3.09104
10423,7.37838
10430,5.05625
10434,0.69315
10442,6.63463
10446,1.94591
10448,5.79909
10455,4.89784
10457,0.69315
10462,1.60944
10470,1.09861
10473,4.2485
10479,6.77194
10489,8.2943
10490,1.79176
10497,8.93604
10512,3.89182
10513,5.9162
10515,1.09861
10516,4.30407
10531,1.79176
10546,7.86365
10554,7.82445
10561,2.89037
10564,2.48491
10566,2.56495
10572,0.69315
10575,2.63906
10583,0.69315
10592,0.69315
10599,0.69315
10602,1.09861
10619,7.43897
10625,1.09861
10631,4.12713
10639,6.24804
10648,1.38629
10650,2.63906
10654,2.99573
10660,2.07944
10666,4.76217
10674,1.09861
10675,5.37064
10676,1.38629
10678,4.39445
10686,2.19722
10703,5.77455
10707,3.91202
10722,1.38629
10723,0.69315
10726,6.13773
10729,0.69315
10736,1.09861
10739,0.69315
10743,1.09861
10753,1.09861
10770,0.69315
10773,1.94591
10780,2.89037
10781,3.13549
10787,3.91202
10792,0.69315
10798,0.69315
10809,6.27664
10817,5.92959
10822,4.89784
10826,6.18208
10840,7.90138
10864,0.69315
10874,0.69315
10887,8.10198
10891,3.13549
10908,2.07944
10922,0.69315
10952,5.83188
10953,3.09104
10964,1.79176
10979,1.60944
10982,1.09861
11016,1.94591
11023,1.60944
11028,6.66696
11030,1.38629
11031,8.31899
11034,0.69315
11036,4.91265
11039,4.07754
11040,3.04452
11042,3.63759
11043,3.66356
11065,5.273
11072,1.38629
11082,1.09861
11088,6.90875
11099,5.7589
11101,7.78364
11108,7.86365
11113,6.72743
11116,7.24494
11119,6.74641
11120,6.88346
11123,6.39526
11126,3.58352
11128,7.09091
11132,5.01728
11135,4.07754
11143,2.99573
11146,3.17805
11147,2.77259
11148,3.49651
11155,3.17805
11157,6.90875
11158,5.66988
11159,4.95583
11161,6.22258
11162,6.90875
11164,1.09861
11167,4.43082
11168,6.16331
11171,2.19722
11174,2.30259
11179,4.00733
11180,1.60944
11181,7.4961
11182,5.65948
11184,3.73767
11190,4.45435
11192,5.65249
11194,5.50939
11195,7.37838
11196,2.94444
11197,1.79176
11198,1.38629
11200,1.38629
11202,6.75577
11203,0.69315
11208,4.23411
11209,4.40672
11210,3.09104
11212,2.63906
11214,2.70805
11215,3.29584
11218,6.30262
11220,8.6307
11235,4.83628
11253,0.69315
11255,1.09861
11264,0.69315
11267,1.09861
